X	Y	Z	Yaw	Pitch	Roll	VYaw	VPitch	VRoll	Thrust	T1	T2	T3	T4	PWM1	PWM2	PWM3	PWM4
-0,02686975	0,06317161	-0,08267896	2,339609	0,1541555	0,006612045	4,489165	9,544442	-11,37718	0,4711111	0,4713362	0,4935082	0,4708861	0,448714	87	89	87	85
-0,02673986	0,06340582	-0,08250483	2,427498	-0,07534452	-0,07272415	5,273313	-13,76998	-4,760162	0,4711111	0,4911219	0,4620751	0,4511003	0,4801471	89	86	86	88
-0,02685136	0,0628984	-0,08247377	2,347391	0,1029541	0,08999974	-4,806395	10,6979	9,763414	0,48	0,4576091	0,481064	0,5023909	0,478936	86	88	90	88
-0,02665841	0,06300786	-0,08227198	2,371358	0,1751783	0,01783865	1,438019	4,33344	-4,329657	0,4933333	0,4913994	0,5035698	0,4952673	0,4830968	89	90	89	88
-0,02693255	0,0627459	-0,08216877	2,366151	-0,2321501	0,2853601	-0,3124231	-24,43966	16,05125	0,4933333	0,5011896	0,4476673	0,485477	0,5389994	90	85	88	93
-0,02682224	0,06292924	-0,08246887	2,324562	-0,000682893	0,004599949	-2,495365	13,88801	-16,84557	0,4933333	0,4962517	0,5240141	0,4904149	0,4626526	89	91	89	87
-0,02682767	0,06292672	-0,08257469	2,272283	0,09783013	0,01040755	-3,136734	5,91077	0,3484553	0,4933333	0,4859917	0,4997699	0,500675	0,4868968	88	89	90	88
-0,02695524	0,06328158	-0,08220093	2,278606	0,1091476	0,01664554	0,3794138	0,6790473	0,3742785	0,4933333	0,4910221	0,4945631	0,4956446	0,4921035	89	89	89	89
-0,02652705	0,06349286	-0,08265943	2,582369	0,08451418	0,1490681	18,22571	-1,478003	7,945341	0,4977778	0,4889746	0,4877089	0,5065809	0,5078467	89	89	90	90
-0,02676669	0,06313189	-0,08263949	2,367004	-0,01805989	0,06701979	-12,92183	-6,154432	-4,922892	0,5022222	0,51281	0,5001399	0,4916345	0,5043046	91	90	89	90
-0,02696375	0,06333467	-0,08233827	2,285144	0,2369308	0,04674487	-4,911609	15,29941	-1,216493	0,5066667	0,489747	0,5250844	0,5235863	0,4882489	89	92	91	89
-0,02654151	0,06314597	-0,08248163	2,48029	-0,07676457	-0,0822992	11,70873	-18,82168	-7,742629	0,5111111	0,5392661	0,5000874	0,4829562	0,5221348	93	90	88	91
-0,02676275	0,06284434	-0,08255269	2,374274	0,06167479	0,05554338	-6,360943	8,306345	8,270538	0,5111111	0,4933621	0,5112082	0,5288602	0,511014	89	90	92	90
-0,0268356	0,06272678	-0,08240023	2,559348	-0,08609308	0,000627989	11,10439	-8,866055	-3,294917	0,5111111	0,5241268	0,5046728	0,4980955	0,5175495	91	90	89	91
-0,0263762	0,06324662	-0,08246974	2,556735	-0,1098246	0,1239698	-0,1567837	-1,423887	7,400495	0,5111111	0,5049931	0,4999488	0,5172292	0,5222735	90	89	91	91
-0,0269015	0,06279293	-0,08271558	2,522411	0,177981	0,1978998	-2,059432	17,2683	4,43579	0,5155556	0,4900927	0,5281889	0,5410185	0,5029222	89	92	93	90
-0,02668755	0,06314761	-0,08211495	2,55528	0,1938777	-0,08845732	1,972185	0,9538033	-17,18139	0,52	0,5351734	0,5409585	0,5048266	0,4990414	92	93	90	89
-0,02671383	0,06305526	-0,0822393	2,575632	-0,05308185	-0,1417426	1,221082	-14,81754	-3,197114	0,5244445	0,5444074	0,5137106	0,5044816	0,5351783	93	91	90	92
-0,02646925	0,06288932	-0,08291204	2,624342	0,1400761	-0,03130136	2,922586	11,58946	6,626464	0,5244445	0,5051408	0,5311213	0,5437481	0,5177677	90	92	93	91
